model,scenario,ssp
AIM/CGE 2.0,SSP1-26,1
AIM/CGE 2.0,SSP1-34,1
AIM/CGE 2.0,SSP1-45,1
AIM/CGE 2.0,SSP1-Baseline,1
AIM/CGE 2.0,SSP4-26,4
AIM/CGE 2.0,SSP4-34,4
AIM/CGE 2.0,SSP4-45,4
AIM/CGE 2.0,SSP4-Baseline,4
AIM/CGE 2.1,CD-LINKS_INDC2030i_1600,2
AIM/CGE 2.1,CD-LINKS_INDCi,2
AIM/CGE 2.1,CD-LINKS_NDC2030i_1000,2
AIM/CGE 2.1,CD-LINKS_NPi2020_1000,2
AIM/CGE 2.1,CD-LINKS_NPi2020_1600,2
AIM/CGE 2.1,CD-LINKS_NPi2020_400,2
AIM/CGE 2.1,CO_Bridge,2
AIM/CGE 2.1,CO_CurPol,2
AIM/CGE 2.2,EN_INDCi2030_1000f,2
AIM/CGE 2.2,EN_INDCi2030_1200,2
AIM/CGE 2.2,EN_INDCi2030_1200f,2
AIM/CGE 2.2,EN_INDCi2030_1400,2
AIM/CGE 2.2,EN_INDCi2030_1400f,2
AIM/CGE 2.2,EN_INDCi2030_1600,2
AIM/CGE 2.2,EN_INDCi2030_1600f,2
AIM/CGE 2.2,EN_INDCi2030_1800,2
AIM/CGE 2.2,EN_INDCi2030_1800f,2
AIM/CGE 2.2,EN_INDCi2030_800f,2
AIM/CGE 2.2,EN_INDCi2030_900f,2
AIM/CGE 2.2,EN_INDCi2100,2
AIM/CGE 2.2,EN_NPi2020_1000,2
AIM/CGE 2.2,EN_NPi2020_1000f,2
AIM/CGE 2.2,EN_NPi2020_1200,2
AIM/CGE 2.2,EN_NPi2020_1200f,2
AIM/CGE 2.2,EN_NPi2020_1400,2
AIM/CGE 2.2,EN_NPi2020_1400f,2
AIM/CGE 2.2,EN_NPi2020_1600,2
AIM/CGE 2.2,EN_NPi2020_1600f,2
AIM/CGE 2.2,EN_NPi2020_1800,2
AIM/CGE 2.2,EN_NPi2020_1800f,2
AIM/CGE 2.2,EN_NPi2020_300f,2
AIM/CGE 2.2,EN_NPi2020_400f,2
AIM/CGE 2.2,EN_NPi2020_500f,2
AIM/CGE 2.2,EN_NPi2020_600,2
AIM/CGE 2.2,EN_NPi2020_600f,2
AIM/CGE 2.2,EN_NPi2020_700,2
AIM/CGE 2.2,EN_NPi2020_700f,2
AIM/CGE 2.2,EN_NPi2020_800,2
AIM/CGE 2.2,EN_NPi2020_800f,2
AIM/CGE 2.2,EN_NPi2020_900,2
AIM/CGE 2.2,EN_NPi2020_900f,2
AIM/CGE 2.2,EN_NPi2100,2
AIM/Hub-Global 2.0,1.5C,2
AIM/Hub-Global 2.0,2.5C,2
AIM/Hub-Global 2.0,2C,2
AIM/Hub-Global 2.0,Baseline,2
AIM/Hub-Global 2.0,WB2C,2
C-ROADS-5.005,Ratchet-1.5-allCDR,2
C-ROADS-5.005,Ratchet-1.5-limCDR,2
C-ROADS-5.005,Ratchet-1.5-limCDR-noOS,2
C-ROADS-5.005,Ratchet-1.5-noCDR,2
C-ROADS-5.005,Ratchet-1.5-noCDR-noOS,2
C-ROADS-5.005,Reference,2
COFFEE 1.1,CO_2Deg2020,2
COFFEE 1.1,CO_2Deg2030,2
COFFEE 1.1,CO_BAU,2
COFFEE 1.1,CO_Bridge,2
COFFEE 1.1,CO_CurPol,2
COFFEE 1.1,CO_GPP,2
COFFEE 1.1,CO_NDCplus,2
COFFEE 1.1,EN_INDCi2030_1000,2
COFFEE 1.1,EN_INDCi2030_1000_NDCp,2
COFFEE 1.1,EN_INDCi2030_1000f,2
COFFEE 1.1,EN_INDCi2030_1200,2
COFFEE 1.1,EN_INDCi2030_1200f,2
COFFEE 1.1,EN_INDCi2030_1400,2
COFFEE 1.1,EN_INDCi2030_1400f,2
COFFEE 1.1,EN_INDCi2030_1600,2
COFFEE 1.1,EN_INDCi2030_1600f,2
COFFEE 1.1,EN_INDCi2030_1800,2
COFFEE 1.1,EN_INDCi2030_1800f,2
COFFEE 1.1,EN_INDCi2030_2000,2
COFFEE 1.1,EN_INDCi2030_2000f,2
COFFEE 1.1,EN_INDCi2030_2500,2
COFFEE 1.1,EN_INDCi2030_2500f,2
COFFEE 1.1,EN_INDCi2030_400f,2
COFFEE 1.1,EN_INDCi2030_500,2
COFFEE 1.1,EN_INDCi2030_500f,2
COFFEE 1.1,EN_INDCi2030_600,2
COFFEE 1.1,EN_INDCi2030_600_NDCp,2
COFFEE 1.1,EN_INDCi2030_600f,2
COFFEE 1.1,EN_INDCi2030_700,2
COFFEE 1.1,EN_INDCi2030_700f,2
COFFEE 1.1,EN_INDCi2030_800,2
COFFEE 1.1,EN_INDCi2030_800f,2
COFFEE 1.1,EN_INDCi2030_900,2
COFFEE 1.1,EN_INDCi2030_900f,2
COFFEE 1.1,EN_INDCi2100,2
COFFEE 1.1,EN_INDCi2100_COV_NDCp,2
COFFEE 1.1,EN_NPi2020_1000,2
COFFEE 1.1,EN_NPi2020_1000f,2
COFFEE 1.1,EN_NPi2020_1200,2
COFFEE 1.1,EN_NPi2020_1200f,2
COFFEE 1.1,EN_NPi2020_1400,2
COFFEE 1.1,EN_NPi2020_1400f,2
COFFEE 1.1,EN_NPi2020_1600,2
COFFEE 1.1,EN_NPi2020_1600f,2
COFFEE 1.1,EN_NPi2020_1800,2
COFFEE 1.1,EN_NPi2020_1800f,2
COFFEE 1.1,EN_NPi2020_2000,2
COFFEE 1.1,EN_NPi2020_2000f,2
COFFEE 1.1,EN_NPi2020_2500,2
COFFEE 1.1,EN_NPi2020_2500f,2
COFFEE 1.1,EN_NPi2020_400,2
COFFEE 1.1,EN_NPi2020_400_lowBECCS,2
COFFEE 1.1,EN_NPi2020_400f,2
COFFEE 1.1,EN_NPi2020_400f_lowBECCS,2
COFFEE 1.1,EN_NPi2020_500,2
COFFEE 1.1,EN_NPi2020_500f,2
COFFEE 1.1,EN_NPi2020_600,2
COFFEE 1.1,EN_NPi2020_600f,2
COFFEE 1.1,EN_NPi2020_700,2
COFFEE 1.1,EN_NPi2020_700f,2
COFFEE 1.1,EN_NPi2020_800,2
COFFEE 1.1,EN_NPi2020_800f,2
COFFEE 1.1,EN_NPi2020_900,2
COFFEE 1.1,EN_NPi2020_900f,2
COFFEE 1.1,EN_NPi2100,2
EPPA 6,2CNow_Gradual,2
EPPA 6,Paris1.5C_OptTax,2
EPPA 6,Paris2C_Gradual,2
EPPA 6,Paris2C_OptTax,2
EPPA 6,ParisFlat,2
EPPA 6,ParisForever,2
EPPA 6,Ref,2
GCAM 4.2,SSP1-19,1
GCAM 4.2,SSP3-Baseline,3
GCAM 4.2,SSP4-Baseline,4
GCAM 5.2,"NGFS1_Current policies (Hot house world, Rep)",2
GCAM 5.2,"NGFS1_Immediate 2C with CDR (Orderly, Rep)",2
GCAM 5.3,NGFS2_Below 2°C,2
GCAM 5.3,NGFS2_Current Policies,2
GCAM 5.3,NGFS2_Delayed Transition,2
GCAM 5.3,NGFS2_Divergent Net Zero Policies,2
GCAM 5.3,NGFS2_Nationally Determined Contributions (NDCs),2
GCAM 5.3,NGFS2_Net-Zero 2050,2
GCAM 5.3,R_BAU,2
GCAM 5.3,R_MAC_30_n0,2
GCAM 5.3,R_MAC_35_n0,2
GCAM 5.3,R_MAC_35_n8,2
GCAM 5.3,R_MAC_40_n0,2
GCAM 5.3,R_MAC_40_n8,2
GCAM 5.3,R_MAC_45_n0,2
GCAM 5.3,R_MAC_45_n8,2
GCAM 5.3,R_MAC_50_n0,2
GCAM 5.3,R_MAC_50_n8,2
GCAM 5.3,R_MAC_55_n0,2
GCAM 5.3,R_MAC_55_n8,2
GCAM 5.3,R_MAC_60_n0,2
GCAM 5.3,R_MAC_60_n8,2
GCAM 5.3,R_MAC_65_n0,2
GCAM 5.3,R_MAC_65_n8,2
GCAM 5.3,R_MAC_70_n0,2
GCAM 5.3,R_MAC_70_n8,2
GCAM 5.3,R_MAC_75_n0,2
GCAM 5.3,R_MAC_75_n8,2
GCAM 5.3,R_MAC_80_n0,2
GCAM 5.3,R_MAC_80_n8,2
GCAM 5.3,R_MAC_85_n0,2
GCAM 5.3,R_MAC_85_n8,2
GCAM 5.3,R_MAC_90_n0,2
GCAM 5.3,R_MAC_90_n8,2
GCAM 5.3,R_MAC_95_n0,2
GCAM 5.3,R_MAC_95_n8,2
GCAM 5.3,R_MAC_99_n0,2
GCAM 5.3,R_MAC_99_n8,2
GCAM 5.3,SSP_SSP2,2
GCAM 5.3,SSP_SSP3,3
GCAM 5.3,SSP_SSP4,4
GCAM 5.3,SSP_SSP5,5
GCAM-PR 5.3,PR_CP_PriceOnly,2
GCAM-PR 5.3,PR_NDC_PriceOnly,2
GCAM-PR 5.3,PR_baseline,2
GEM-E3_V2021,EN_INDCi2030_1000,2
GEM-E3_V2021,EN_INDCi2030_1000_COV,2
GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,2
GEM-E3_V2021,EN_INDCi2030_1000_NDCp,2
GEM-E3_V2021,EN_INDCi2030_1000f,2
GEM-E3_V2021,EN_INDCi2030_1000f_COV,2
GEM-E3_V2021,EN_INDCi2030_1000f_COV_NDCp,2
GEM-E3_V2021,EN_INDCi2030_1000f_NDCp,2
GEM-E3_V2021,EN_INDCi2030_1400,2
GEM-E3_V2021,EN_INDCi2030_1400f,2
GEM-E3_V2021,EN_INDCi2030_1800,2
GEM-E3_V2021,EN_INDCi2030_1800f,2
GEM-E3_V2021,EN_INDCi2030_600f,2
GEM-E3_V2021,EN_INDCi2030_600f_COV,2
GEM-E3_V2021,EN_INDCi2030_600f_COV_NDCp,2
GEM-E3_V2021,EN_INDCi2030_600f_NDCp,2
GEM-E3_V2021,EN_INDCi2030_800,2
GEM-E3_V2021,EN_INDCi2030_800f,2
GEM-E3_V2021,EN_INDCi2100,2
GEM-E3_V2021,EN_INDCi2100_COV,2
GEM-E3_V2021,EN_INDCi2100_COV_NDCp,2
GEM-E3_V2021,EN_INDCi2100_NDCp,2
GEM-E3_V2021,EN_NPi2020_1000,2
GEM-E3_V2021,EN_NPi2020_1000_COV,2
GEM-E3_V2021,EN_NPi2020_1000f,2
GEM-E3_V2021,EN_NPi2020_1000f_COV,2
GEM-E3_V2021,EN_NPi2020_1400,2
GEM-E3_V2021,EN_NPi2020_1400f,2
GEM-E3_V2021,EN_NPi2020_1800,2
GEM-E3_V2021,EN_NPi2020_1800f,2
GEM-E3_V2021,EN_NPi2020_400f,2
GEM-E3_V2021,EN_NPi2020_500,2
GEM-E3_V2021,EN_NPi2020_500f,2
GEM-E3_V2021,EN_NPi2020_600,2
GEM-E3_V2021,EN_NPi2020_600_COV,2
GEM-E3_V2021,EN_NPi2020_600f,2
GEM-E3_V2021,EN_NPi2020_600f_COV,2
GEM-E3_V2021,EN_NPi2020_800,2
GEM-E3_V2021,EN_NPi2020_800f,2
GEM-E3_V2021,EN_NPi2100,2
GEM-E3_V2021,EN_NPi2100_COV,2
IMAGE 3.0,CO_2Deg2020,2
IMAGE 3.0,CO_2Deg2030,2
IMAGE 3.0,CO_BAU,2
IMAGE 3.0,CO_Bridge,2
IMAGE 3.0,CO_CurPol,2
IMAGE 3.0,CO_GPP,2
IMAGE 3.0,CO_NDCplus,2
IMAGE 3.0,EN_INDCi2030_1000,2
IMAGE 3.0,EN_INDCi2030_1000f,2
IMAGE 3.0,EN_INDCi2030_1200,2
IMAGE 3.0,EN_INDCi2030_1200f,2
IMAGE 3.0,EN_INDCi2030_1400,2
IMAGE 3.0,EN_INDCi2030_1400f,2
IMAGE 3.0,EN_INDCi2030_3000,2
IMAGE 3.0,EN_INDCi2030_3000f,2
IMAGE 3.0,EN_INDCi2030_800f,2
IMAGE 3.0,EN_INDCi2100,2
IMAGE 3.0,EN_NPi2020_1000,2
IMAGE 3.0,EN_NPi2020_1000f,2
IMAGE 3.0,EN_NPi2020_1200,2
IMAGE 3.0,EN_NPi2020_1200f,2
IMAGE 3.0,EN_NPi2020_1400,2
IMAGE 3.0,EN_NPi2020_1400f,2
IMAGE 3.0,EN_NPi2020_3000,2
IMAGE 3.0,EN_NPi2020_3000f,2
IMAGE 3.0,EN_NPi2020_600f,2
IMAGE 3.0,EN_NPi2020_800,2
IMAGE 3.0,EN_NPi2020_800f,2
IMAGE 3.0,EN_NPi2100,2
IMAGE 3.0,EN_NoPolicy,2
IMAGE 3.0.1,ADVANCE_2020_1.5C-2100,2
IMAGE 3.0.1,ADVANCE_2020_Med2C,2
IMAGE 3.0.1,ADVANCE_2020_WB2C,2
IMAGE 3.0.1,ADVANCE_2030_Med2C,2
IMAGE 3.0.1,ADVANCE_2030_WB2C,2
IMAGE 3.0.1,ADVANCE_INDC,2
IMAGE 3.0.1,ADVANCE_NoPolicy,2
IMAGE 3.0.1,ADVANCE_Reference,2
IMAGE 3.0.1,CD-LINKS_INDC2030i_1600,2
IMAGE 3.0.1,CD-LINKS_INDCi,2
IMAGE 3.0.1,CD-LINKS_NDC2030i_1000,2
IMAGE 3.0.1,CD-LINKS_NPi,2
IMAGE 3.0.1,CD-LINKS_NPi2020_1000,2
IMAGE 3.0.1,CD-LINKS_NPi2020_1600,2
IMAGE 3.0.1,CD-LINKS_NPi2020_400,2
IMAGE 3.0.1,CD-LINKS_NoPolicy,2
IMAGE 3.0.1,EMF30_BCOC-EndU,2
IMAGE 3.0.1,EMF30_Baseline,2
IMAGE 3.0.1,EMF30_CH4-Only,2
IMAGE 3.0.1,EMF30_ClimPolicy,2
IMAGE 3.0.1,EMF30_ClimPolicy+SLCF,2
IMAGE 3.0.1,EMF30_D_BCOC-Red,2
IMAGE 3.0.1,EMF30_D_CH4-ClimPolicy,2
IMAGE 3.0.1,EMF30_D_CO2-Only,2
IMAGE 3.0.1,EMF30_D_Frozen-CH4,2
IMAGE 3.0.1,EMF30_D_Frozen-EF,2
IMAGE 3.0.1,EMF30_D_Frozen-EF-EndU,2
IMAGE 3.0.1,EMF30_D_Frozen-EF-SLCF,2
IMAGE 3.0.1,EMF30_SLCF,2
IMAGE 3.0.1,EMF30_Slower-Action,2
IMAGE 3.0.1,EMF30_Slower-Action+SLCF,2
IMAGE 3.0.1,EMF30_Slower-to-faster,2
IMAGE 3.0.1,EMF30_Slower-to-faster+SLCF,2
IMAGE 3.0.1,EMF30_Slower-to-faster+SLCF+HFC,2
IMAGE 3.0.1,SSP1-26,1
IMAGE 3.0.1,SSP1-34,1
IMAGE 3.0.1,SSP1-45,1
IMAGE 3.0.1,SSP1-Baseline,1
IMAGE 3.0.1,SSP2-26,2
IMAGE 3.0.1,SSP2-34,2
IMAGE 3.0.1,SSP2-45,2
IMAGE 3.0.1,SSP2-60,2
IMAGE 3.0.1,SSP2-Baseline,2
IMAGE 3.0.1,SSP3-34,3
IMAGE 3.0.1,SSP3-45,3
IMAGE 3.0.1,SSP3-60,3
IMAGE 3.0.1,SSP3-Baseline,3
IMAGE 3.0.1,SSP4-26,4
IMAGE 3.0.1,SSP4-34,4
IMAGE 3.0.1,SSP4-45,4
IMAGE 3.0.1,SSP4-60,4
IMAGE 3.0.1,SSP4-Baseline,4
IMAGE 3.0.1,SSP5-34,5
IMAGE 3.0.1,SSP5-45,5
IMAGE 3.0.1,SSP5-60,5
IMAGE 3.0.1,SSP5-Baseline,5
IMAGE 3.0.2,EMF33_Baseline,2
IMAGE 3.0.2,EMF33_Med2C_cost100,2
IMAGE 3.0.2,EMF33_Med2C_full,2
IMAGE 3.0.2,EMF33_Med2C_limbio,2
IMAGE 3.0.2,EMF33_Med2C_nobeccs,2
IMAGE 3.0.2,EMF33_Med2C_nofuel,2
IMAGE 3.0.2,EMF33_Med2C_none,2
IMAGE 3.0.2,EMF33_WB2C_cost100,2
IMAGE 3.0.2,EMF33_WB2C_full,2
IMAGE 3.0.2,EMF33_WB2C_limbio,2
IMAGE 3.0.2,EMF33_WB2C_nobeccs,2
IMAGE 3.0.2,EMF33_WB2C_nofuel,2
IMAGE 3.0.2,EMF33_tax_hi_full,2
IMAGE 3.0.2,EMF33_tax_hi_none,2
IMAGE 3.0.2,EMF33_tax_lo_full,2
IMAGE 3.0.2,EMF33_tax_lo_none,2
IMAGE 3.2,SSP1-baseline,1
IMAGE 3.2,SSP1_SPA1_19I_D,1
IMAGE 3.2,SSP1_SPA1_19I_D_LB,1
IMAGE 3.2,SSP1_SPA1_19I_LI,1
IMAGE 3.2,SSP1_SPA1_19I_LIRE,1
IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,1
IMAGE 3.2,SSP1_SPA1_19I_RE,1
IMAGE 3.2,SSP1_SPA1_19I_RE_LB,1
IMAGE 3.2,SSP1_SPA1_26I_D,1
IMAGE 3.2,SSP1_SPA1_26I_LI,1
IMAGE 3.2,SSP1_SPA1_26I_LIRE,1
IMAGE 3.2,SSP1_SPA1_26I_RE,1
IMAGE 3.2,SSP1_SPA1_34I_D,1
IMAGE 3.2,SSP1_SPA1_34I_LI,1
IMAGE 3.2,SSP1_SPA1_34I_LIRE,1
IMAGE 3.2,SSP1_SPA1_34I_RE,1
IMAGE 3.2,SSP2-baseline,
IMAGE 3.2,SSP2_SPA0_26I_D,2
IMAGE 3.2,SSP2_SPA1_19I_D_LB,2
IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,2
IMAGE 3.2,SSP2_SPA1_19I_RE_LB,2
IMAGE 3.2,SSP2_SPA2_19I_D,2
IMAGE 3.2,SSP2_SPA2_19I_LI,2
IMAGE 3.2,SSP2_SPA2_19I_LIRE,2
IMAGE 3.2,SSP2_SPA2_19I_RE,2
IMAGE 3.2,SSP2_SPA2_26I_D,2
IMAGE 3.2,SSP2_SPA2_26I_LI,2
IMAGE 3.2,SSP2_SPA2_26I_LIRE,2
IMAGE 3.2,SSP2_SPA2_26I_RE,2
IMAGE 3.2,SSP2_SPA2_34I_D,2
IMAGE 3.2,SSP2_SPA2_34I_LI,2
IMAGE 3.2,SSP2_SPA2_34I_LIRE,2
IMAGE 3.2,SSP2_SPA2_34I_RE,2
IMAGE 3.2,SSP2_SPA2_45I_D,2
IMAGE 3.2,SSP2_SPA2_45I_LI,2
IMAGE 3.2,SSP2_SPA2_45I_LIRE,2
IMAGE 3.2,SSP2_SPA2_45I_RE,2
IMAGE 3.2,SSP3-baseline,3
IMAGE 3.2,SSP4-baseline,4
IMAGE 3.2,SSP5-baseline,5
MERGE-ETL 6.0,DAC2_66,2
MESSAGE-GLOBIOM 1.0,ADVANCE_2020_1.5C-2100,2
MESSAGE-GLOBIOM 1.0,ADVANCE_2020_Med2C,2
MESSAGE-GLOBIOM 1.0,ADVANCE_2020_WB2C,2
MESSAGE-GLOBIOM 1.0,ADVANCE_2030_Med2C,2
MESSAGE-GLOBIOM 1.0,ADVANCE_2030_Price1.5C,2
MESSAGE-GLOBIOM 1.0,ADVANCE_2030_WB2C,2
MESSAGE-GLOBIOM 1.0,ADVANCE_INDC,2
MESSAGE-GLOBIOM 1.0,ADVANCE_Reference,2
MESSAGE-GLOBIOM 1.0,EMF30_BCOC-EndU,2
MESSAGE-GLOBIOM 1.0,EMF30_Baseline,2
MESSAGE-GLOBIOM 1.0,EMF30_D_BCOC-Red,2
MESSAGE-GLOBIOM 1.0,EMF30_D_CH4-ClimPolicy,2
MESSAGE-GLOBIOM 1.0,EMF30_D_Frozen-CH4,2
MESSAGE-GLOBIOM 1.0,EMF30_D_Frozen-EF,2
MESSAGE-GLOBIOM 1.0,EMF30_D_Frozen-EF-EndU,2
MESSAGE-GLOBIOM 1.0,EMF30_D_Frozen-EF-SLCF,2
MESSAGE-GLOBIOM 1.0,EMF30_Slower-Action,2
MESSAGE-GLOBIOM 1.0,EMF30_Slower-to-faster,2
MESSAGE-GLOBIOM 1.0,EMF33_1.5C_cost100,2
MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,2
MESSAGE-GLOBIOM 1.0,EMF33_Baseline,2
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_cost100,2
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_full,2
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_limbio,2
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_nobeccs,2
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_nofuel,2
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_none,2
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_cost100,2
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_full,2
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_limbio,2
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_nofuel,2
MESSAGE-GLOBIOM 1.0,EMF33_tax_hi_full,2
MESSAGE-GLOBIOM 1.0,EMF33_tax_hi_none,2
MESSAGE-GLOBIOM 1.0,EMF33_tax_lo_full,2
MESSAGE-GLOBIOM 1.0,EMF33_tax_lo_none,2
MESSAGE-GLOBIOM 1.0,SSP1-26,1
MESSAGE-GLOBIOM 1.0,SSP1-34,1
MESSAGE-GLOBIOM 1.0,SSP1-45,1
MESSAGE-GLOBIOM 1.0,SSP1-Baseline,1
MESSAGE-GLOBIOM 1.0,SSP2-19,2
MESSAGE-GLOBIOM 1.0,SSP2-26,2
MESSAGE-GLOBIOM 1.0,SSP2-34,2
MESSAGE-GLOBIOM 1.0,SSP2-45,2
MESSAGE-GLOBIOM 1.0,SSP2-60,2
MESSAGE-GLOBIOM 1.0,SSP2-Baseline,2
MESSAGE-GLOBIOM 1.0,SSP3-34,3
MESSAGE-GLOBIOM 1.0,SSP3-45,3
MESSAGE-GLOBIOM 1.0,SSP3-60,3
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDC2030i_1600,2
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,2
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NDC2030i_1000,2
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,2
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,2
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,2
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,2
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,2
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,2
MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,2
MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_800f_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_800f,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_800f_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,NGFS2_Delayed Transition,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_800f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800f,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_900f_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_900f_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_900f,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_900f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900f,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_950f_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_950f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_950_COV,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_950_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_DR10p,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR10p,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_COV,2
MESSAGEix-GLOBIOM_1.1,NGFS2_Below 2°C,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_DR4p,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR4p,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR3p,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR2p,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR1p,2
